otsikko,teksti,tahdet,url,kieli,mallin_ennuste
placeholder,"Olisi kiva jos voisi jättää tilaukseni niin, että syntymäpäiväsankari saisi sen oikeana päivänä.",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Kaikenlaiseen joutavaan ihmiset haaskaavat rahojaan. ei tulisi mieleenkään,maksaa vielä muutenkin ylihintaisista tuotteista.",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Kiva idea, mutta olisipa laktoositon vaihtoehto! Eli voitteko jatkossa laajentaa tuotevalikoimaa?",3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,neutraali
placeholder,"Tilaukseen laitoin oikean toimitusosoitteen, niin miksi tilausvahvistus ilmoittaa, että tuote lähetetään minun kotiosoitteeseen eli laskutusosoitteen? Ketään ei saa kiinni mistään että asian voisi korjata ennen kuin paketti lähtee.",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Ideana on super kiva, mutta kuitenkin 15e suklaalevystä on todella kallista. Varsinki jos haluaisi lähettää tommoisen useammalle kaverille, menee aika hintavaksi.",2,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Tuote ideanne on mahtava, tällä saa ilahdettua ystäviä/sukulaisia ympäri maailman. Odotan kyllä että saisitte suklaalevyjen valikoiman tähän design your own lähetyksiin yhtä suureksi kuin kaupan hyllyllä ovat.. Kun kaikilla meillä on kuten ystävillämme ympäri maailmaa ne omat suosikkinsa ja ""ei suomalaiset"" ystäväni ovat hullaantuneet kaikkiin muihin makuihin kuin Fazerin siniseen suklaalevyyn (vaikka paras ""normaali"" suklaalevy onkin!) Maailman laajuinen hittituote kun valikoimaa laajennetaan ja muut aakkoset toimivat =)",3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Eikö tosiaan saa omaa tekstiä muuhun kuin Siniseen? Se ei ole ollenkaan paras suklaavaihtoehdoista. Harmi, jää ostamatta!",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,Hei! Kiitos hienosta tuotteesta! Lähetin sen kolmelle ystävälleni naistenpäivän alla mainoskampanjanne innoittamana. Kaksi heistä sai levyn yli viikon etukäteen ja kolmas joutui hakemaan levyn puoli viikkoa naistenpäivän jälkeen postista. Harmillinen juttu. Hämmentävintä oli kuitenkin se että kukaan kolmesta ei bongannut pakkauksesta kirjoittamaani viestiä kuin vasta erillisestä kehotuksesta. Jokainen siis mietti keneltähän nimikoitu levy on. Mihin viesti siis painetaan ja millainen postipakkaus on? Muuten erinomainen palvelu ja kaunis tuote!,3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,Sain sen käsityksen että ennen 5.2 tehty tilaus kerkeäisi ystävänpäiväiväksi perille (kotimaa)...olenko ymmärtänyt asian väärin?,3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Olen yrittänyt tilata suklaalevyä, mutta kohtaan OTSIKKO en saa kirjoitettua minkäänlaista tekstiä. Olen yrittänyt läppärin ja kännykän kautta. :( Ja saako tällä samalla hinnalla lähetettyä useamman levyn ja eri henkilöille?",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,Miksi Norjaan ei voi tilata?,1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,Olin kyllä pettynyt tuotteeseen . Oletin että pienempi teksti olisi myös ollut painettuna suklaan paperille toiselle puolelle missä iso teksti oli mutta se olikin paperilla. Pisti ärsyttämään kovasti.,2,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Viestiä kirjoittaessa voi käyttää rivitystä mutta itse viestiin se ei välity. Miksi näin? Monet viestit ovat kauniimpia, kun niitä voi rytmittää rivivaihdoilla. Minäkin toivoisin, että saisin edes muutaman merkin enemmän levyn kanteen. Esim Rakastan Sua +’nimi’ olisi kiva personointi mutta vain kolme kirjainta mahtuu nyt nimeen.",3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,neutraali
placeholder,"Ihana idea! Olin jo tilaamassa... Mutta tyssäsi maahan eli Norjaan... Miksi ihmeessä Norjaan ei voi ko lahjaa lähettää? Ok, ei ole EU-maa, mutta on Shengen... Postikulut eivät sinnekään päätä huimaa...",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,neutraali
placeholder,"Hei, idea on mitä mainioin. Olisin lähettänyt monta levyä, mutta hinta oli kohtuuttoman korkea. Laskekaa hintaa tai lisätkää settiin jotain. Ystävällisesti, Markku",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Mieluiten järkevän hintainen ja normaalit lähetyskulut suoraan asiakkaalle toimitettuna kuin yksittäispakattuna postimaksu maksettu ties minne saakka, vaikka lähemmäksikin riittäisi, Annan lahjat mieluiten itse, kuin luotan siihen että Fazer ja Posti ehkä toimittavat päivänä x paketin perille (jota en itse edes missään vaiheessa näe).  Ei mennyt nyt ihan putkeen tämä.",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Tuohon merkkimäärään ei mahdu mitään järkevää henkilökohtaista tervehdystä. Eikö fonttikokoa olis vaikka voinut pienentää sen verran, että voisi kirjoittaa esim ”hyvää joulua + nimi”..Kun hinta on noinkin korkea, niin tuntuu turhalta kirjoittaa vain vaikka ”hyvää joulua”, jota ei vastaanottaja välttämättä ymmärräkään personoiduksi kääreeksi.",2,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,Aivan ihana idea! Harmi että sitä heti käytettiin väärin. Tosin on kyllä suklaa levyllä hintaa. Jää tilaamatta.,3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Mukava idea, mutta olisin mieluummin tilannut useamman erilaisen suklaalevyn itselle yksillä toimitusmaksuilla ja liittänyt ne mukaan annettaviin paketteihin. Kaipaan siis yksittäisen levyn lahjalähetyksen lisäksi mahdollisuutta ostaa samaan tilaukseen useita personalisoituja levyjä, jotka tulevat minulle postissa ja jaan ne itse eteenpäin.",2,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"Moikka, olisin mieluummin tilannut 15 kpl levyjä samoilla teksteillä ja jakanut ne itse tässä lähipiirissä. Noin monen ihmisen osoitteiden naputtelu ei oikein nyt napannut ja hinta on pikkasen turhan kova. Harmillista.",3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,neutraali
placeholder,15€ levy? Siis kuinka kalliita kääreitä teillä oikeen on?,1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Hei, Yritin tilata asiakkaalleni suklaalevyä, mutta tekstieditori ei antanut sinnikkäästä yrittämisestä huolimatta jättää kahden lauseen väliin välilyöntiä. Tilanpuutteesta ei ollut kysymys. En viitsi asiakkaalleni lähettää kirjoitusvirheellistä versiota, joten jäi nyt tällä kertaa tilaamatta. Mutta kiva idea!",2,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Kiva idea tuo personoitu suklaalevy. Aika kallis tosin. Miksi Frazer käyttää lähes kaikissa tuotteissaan palmuöljyä/palmurasvaa, joka tuotetaan sademetsistä raivatuilla plantaaseilla? Fazerin Sinisessä ei käytetä. Palmurasvan tuotanto tuhoaa sademetsät ja tappaa sukupuuttoon niissä eläviä eläimiä. Ja vastaukseksi ei kelpaa, että palmuöljynne on vastuullisesti tuotettu. Eikä kelpaa vastaukseksi, että tuotteen koostumus vaatii palmurasvaa.",3,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,negatiivinen
placeholder,"Olin jo suunnitellut suklaan päällisen- mihin meni aikaa sovelluksen keksiessä omin päin korjauksia kirjoitusasuun - ja vasta osoitetta kirjoitettaessa sain tietää, että lähetys ei voikaan mennä muihin kuin EU-valtioihin. Ärsyttää ajanhukka!!!",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,"TV-mainoksenne ""vihapuhe"" on yksi väärinkäytetyimpiä termejä tällä hetkellä ja sitä käytetään järkevän yhteiskunnallisen kritiikin sammuttamiseen sekä sananvapauden rajoittamiseen. Voisiko edes suklaan jättää epäpoliittiselle vyöhykkeelle?",1,https://fi.fazer.com/collections/all/products/suunnittele-ja-laheta-lahjaksi-karl-fazer-suklaalevy,fi,positiivinen
placeholder,hyvä imuteho mut miinus koska liian kevyt kaatuu,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Kätevän pieni mökille, mutta imuteho heikko. Ei jaksa imeä kiviä, kevyet roskat kyllä.",3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,neutraali
placeholder,Ei ole niin hyvää kun luulesin olevaan,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,"No voihan hyssykät että olikin pieni imuri, siis tämä imuri sopii täydellisesti yksiöihin jotka ovat sopivan pieniä hänelle. Meilläkin 4hk joten aivan liian pieni.",3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Pieni ja näppärä imuri pieniin talouksiin.,4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Tottele on honno laatuun säylio irtto imurointi aikaan... Piuha lyhyt.... Imurointi lanttu honno.... Ja mellu tasso on järkyttävä....,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Toimii niinkuin tuotekuvaus kertoo!,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Ihan näppärä pieni imuri olin kyllä ensiksi et toimiikohan tämä edes? Toimihan se ihan kiitetysti ei ole ollut moittimisen varaa :),5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,Tosi tehokas ja kevyt imuri.,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Kiitos olet ystavalinr ja hyvää,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Monessa on vielä kehitelimistä,4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Hintansa värtti erityisesti pienen asunnon imuirointiin,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,neutraali
placeholder,Hyvä pikkuimuri.,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Ihan passeli pieneen asuntoon. Perus äänekäs imuri.,4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Luvattiin seuraavaksi päiväksi , meni kaksi . Asiakaspalvelu tukossa , kyseltyäni tuotetta kuli viikko kunnes vastaus tuli. Ei hyvä.",3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,"Hyvää,toimi hyvin",5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Olen tyytyväinen , toimitus oli myös nopea",5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Auton imurointiin tosi,tosi hyvä. Nopea ottaa ja kevyt",4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Pieni ja tosi lyhyllä imuri putkella. Lähinnä lastensa käytön,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Ihan lelu, halvan oloinen eli se Lelu",1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,"Tuitteet olleet vasta hetken käytössäni,joten arvostelu perustuu tähänastiseen",3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Paljon pienempi kuin odotin. Plussaa pussittomuudesta ja helposta puhdistuksesta. Miinusta liian kovasta imutehosta ja säätömahdollisuuden puuttumisesta. Hyvä varaimuri.,3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,tuote sopii pinen asunnon siivoukseen,3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Pikku imuri yllättävän tehokas,auto imuri tai ilmalämpöpumpun puhdistukseen sopivan pieni. Pussiton ja sikäli kätevä.",5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Kertakäyttötuote.,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Näppärä laite ei tarvi miettiä mistä ostaa pölyimurin suodatus pusseja. kun pussiton.,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,Ei kovin hyvä imukyky.,2,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,Oli juuri sellainen kuin esitteessä oli .,4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Hyvä toimituspalvelu, mutta tavarat eivät ole hyviä, en suosittele.",1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,Ei ollut tehokas.,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,Yksiöön sopiva imuri. Ei paljon vielä käytetty joten aika näyttää miten kestää.,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Ihan ok imuri peruskäyttöön.,4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,neutraali
placeholder,Imuri ei ime kunnolla ja säiliötä pitää olla koko ajan tyhjentämässä. Johto liian lyhyt,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,Halpa ja teholtaan heikko imuri.,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Tosi huonosti ei ole hyvä se on rikki,1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,negatiivinen
placeholder,"Siis ensinnäkin , täytän pian 38v ja olen usein erilaisia imuroitavissa käyttänyt... mutta tämä on pohjanoteeraus! Ikinä en ole yhtä huonolla imurilla imuroinut. Kauden kovaa meteliä pitää siihen nähden ettei edes ime kaikkia roskia. Ja vaikka kuinka naksahtaa kiinni osat niin koko ajan kesken imuroinnin saa olla taistelemassa että imuri pyyyy yhtenä kappaleena kun koko ajan irtoaa osat. Sen piti helpottaa arkeani mutta tekikin päinvastoin :( Asiakaspalvelu Hobbyhallissa on ollut miellyttävää. Ja lisäksi posti oli vaihtanut toimituspaikkaa joten täytyy linja-autolla vielä erikseen se hakea töiden jälkeen .",1,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,neutraali
placeholder,"kätevän pieni ja kevyt käyttää, yllättävän tehokas",4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Huippu imuri tähän hintaan! Paljon karvaa ja santaa keräävän rivari yksiön saa imuroida 5 kertaa ennenkuin täytyy tyhjentää ja hyvin lähtee koiran karvatkin matosta 5/5,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Ihan ok imuri pieneen asuntoon, johto aika lyhyt.",4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,neutraali
placeholder,Minun huusholliin sopiva pikku imuri..,3,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,"Tuote toiminut tähän päivään asti ainakin hyvin vaikka, lelulta tuntuukin.",4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Hyvä imuri. Suositellaan,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Näppärä ja sopivan kokoinen,5,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,On hyvä tehoilla ja on pitkä johto,4,https://hobbyhall.fi/fi/review/8923/13023#review-10,fi,positiivinen
placeholder,Mausteinen tuoksu syksyyn ja talveen,4,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Turhan pitkät toimitusajat,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Oma tuoksuni jo vuosia! En vaihda toisiin!!,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Nopea toimitus ja edullinen hinta,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Todella hyvä tuoksu ja riittoisa. Sopii arkeen ja juhlaan. Kaunis pullo. Tämä tuote on yksi lempi tuoksuistani.,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Nopea toimitus.Kiitos,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,"Hyvä tarjous, erittäin nopea toimitus noutona",5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,"Ihana tuote, kiitos",5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,"Ihastuttava tuoksu, tuttu jo ennestään. Toimitus nopeaa, vain hyvää sanottavaa.",5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,iso pakkaus pienen hinnalla,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Ihan ok tuoksu tuttu tuoksu,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,neutraali
placeholder,Ihana tuoksu etsin tätä kokoa ja löysin.,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Hyvä hajuvesi ihana tuoksu,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Nopea toimitus,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,"Nopea, helppo ja hyvät tuotteet",5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,"Tuttu tuoksu, on hyvä.",4,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Olen tyytyväinen tuotteeseen. Oletin pullon olevan pienempi. Olen ostanut laivalta samaa tuotetta. Oli siellä kalliimpaa.,4,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Tuoksu on tuttu ja hyvöä. Asiakaspalvelu oli hyvää.,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Tuote oli pettymys. Muihin Escada tuotteisiin ja tuoksuihin tottuneena tämä oli ainoa joka ei vastannut odotuksia tuoksun puolesta. Pullo on kyllä kaunis mutta tuoksu on peruspuuterin hajuinen eikä yhtään hyvä kuten muut escadat.,2,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,negatiivinen
placeholder,Kiitos kaikki sujui mukavasti.,4,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Kiitos kaikki sujui mukavasti.,4,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Nopea toimitus ja kätevästi lasku.,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Aikuiselle tyttärelle ostin lahjaksi. Kertoi pitävänsä tuoksusta ja käyttävänsä säännöllisesti. Naisellinen tuoksu.,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Tuoksun koko oli positiivinen yllätys!,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Tuttu tuote ja edullinen hinta,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Tykkäsin kovasti tuoksusta.,5,https://hobbyhall.fi/fi/review/340093/497648#review-10,fi,positiivinen
placeholder,Nopea toimitus ja toimiva tuote.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Retki-WC on menossa Ukrainaan, etulinjaan, joten en tiedä käyttökokemuksesta. Olisi kuitenkin hyvä jos HobbyHall myisi myös oheistarvikkeita, kuten jätepusseja, saostuaineita, puuseeturvetta tms. Mieluummin HobbyHallin omalla myynnillä, ulkopuolisilta m.m. HobbyHallin kiinalaisilta myyjiltä en enää tilaa, kertaerehdytys ja korjauksen mahdottomuus riittää.",3,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,negatiivinen
placeholder,"Todella tärkeä, on tullut tosi kovaan käyttöön.",5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Tuntui vähän ämpäriltä,mutta ajaa asiansa",3,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Tullut tarpeeseen ja kestänyt käyttöä hyvin,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Hyvin on toiminut mökillä käytössä.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Vähän matala, mutta ajaa tarkoituksen",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,neutraali
placeholder,Tuote oli kehnosti pakattu,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Tosi kätevä reissuvessa ja mökille ""yöastiaksi"". Helppo tyhjentää ja pitää puhtaana.",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Tuote toimii todella hyvin mökillä varawc:nä niin, ettei tarvitse yöllä kävellä huussiin.",5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Kätevä pikkuvessa. Käytetty yövessana. Lapset tykkää.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Käytössä on ja hyvin käytännöllinen hinta/laatu kohdallaan,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Nopea toimitus. Tuote tilattiin ilman suunniteltua tarkoitusta, mutta osoittautui loistavaksi varavessaksi. Mökillä ulkohuussi 30m päässä mökistä. Oli kylmä, myrskysateinen syksypäivä kun mentiin mökille. Iltapimeässä kyykkypissa sateessa tai liukas polku huussiin yövaatteissa, tuntu välttämättömältä pahalta. Paitsi, että onneksi oli juuri hommattu tällainen näppärä sisäveski! Iso biopussi pönttöön, pohjalle huussikuiviketta ja sisäveski oli valmis! Istumakorkeuskin oli erittäin hyvä. Tulee olemaan varavessana jatkossakin niin metsää raivatessa, vaunuilemassa kuin mökilläkin.",5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Hyvä tuote ja sopiva hinta.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Lapselle sopiva ,ei vanhukselle.",2,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,negatiivinen
placeholder,Kiitos paljon hyvä on pytty,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Toimii. Bioska pussi sisään niin on myös siistiä.,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Hyvä toimiva tuote.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Loistava yöpisuastia mökille.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Kätevä matka-wc esimerkiksi sähkökatkojen varalta,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Liian matala käyttöön, piti rakentaa koroke alle!",3,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Hyvälaatuinen ja kätevä,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Läpinäkyvä pakkaus vähän keljutti.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Hyvä tuote. Toimii niin kuin odotettiinkin, ei tarvitse yöllä puuceehen kävellä!",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Nopea toimitus, tuote tulee mökkikäyttöön",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Ihan ok, ajaa asiansa.",5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Kätevä tuote mökillä,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Ajaa asiansa, mutta toimituksessa kansi rikki. Olen tilannut 2 ja kummassakin samajuttu, muuten tyytyväinen",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Liian kovaa muovia . Ämpärissä oli reikä jo tullessa ja istuin halkesi melko nopeasti ! Surkea tuote , ei olisi pitänyt luottaa halpaan !",1,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Kevyt ja sopivan kokoinen astia. Jos haluat ämpärin minkä reunoilla voi istua, niin tässä on. Muuten tavallinen ämpäri ajaa saman asian. Mökille, retkelle ja lapsiperheille hyvä tai putkiremontin ajaksi. Olen tyytyväinen.",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Toimiva tuote - nopea toimitus.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Kiva kevyt ratkaisu mökille, kun pimenevinä iltoina ei viitsi lähteä yöpissalle huussiin.",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,negatiivinen
placeholder,"Pieni, kuin tavallinen ämpäri, pakattu vain ""elmukelmuun""",1,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Hinta/laatusuhde hyvä.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,"Tuote oli pakattu elmukelmuun, joten ensimmäinen lähetys oli rikki, siitä alkoi taas säätö myyjän ja laskutuksen kanssa. Ja tuote toimitettiin eri paikkaan mihin oli tilattu, ylimääräisiä kuluja siitäkin syntyi!",4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Pelastus putkiremonttia varten. Istumakorkeus on riittävä ja sanko kevyt tyhjätä.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Tuote vastaa sitä mitä halusin.,5,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Hinta / laatu kaikkinensa ok.,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
placeholder,Toimii kuten pitääkin,4,https://hobbyhall.fi/fi/review/2393/2973#review-10,fi,positiivinen
