"otsikko","teksti","tahdet","url","kieli"
"Pysykää kaukana tästä tuotteesta sillä nämä kiinalaiset jotka näitä tekee ei osaa valmistaa mikrofoneja. Jos puhaltaa mikrofooniin ihan täpöö niin näkyy vaan et -100dB.","1","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi",""
"Hyvä mikrofoni"," ajaa tarkoituksensa. Äänen laatu on hyvä.""""","5","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi"
"Ei sovi ainakaan striimaamiseen muuten varmaan hyvä","3","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi",""
"Erittäin huono mikrofoni enkä suosittelisi tätä kenellekään paitsi äärimmäisessä hätätilanteessa.","1","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi",""
"Eihän tämä mikään studio mikki ole"," mutta hinta/laatusuhteelta tuskin kovin pian parempaakaan pöytämikkiä löytyy.Ehdottomasti vastinetta rahalle.""""","5","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi"
"Hankittu nettipelaamiseen. Mikki kannattaa asettaa melko lähelle suuta"," jos haluaa sen kuuluvan hyvin.Hintaisekseen hyvä tuote.""""","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi"
"Tämä mikrofoni on hintaansa suhden loistava"," äänenlaatu ei ole niin hyvä verrattavissa muihin kalliimpiin mikrofoneihin mutta hinnakseen se on erinomainen.""""","5","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=1","fi"
"Toimii hyvin yleiskäytössä esim skype.On halpa.Äänenlaatu ei ole paras mahdollinen","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Hyvin tuntuu toimivan. Just plug and play. Ottaa yllättävän hyvin äänen/äänet kauempaakin.","5","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Ihan ok mikrofoni vähällä rahalla. Sopii hyvin pelaamiseen.","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Tässä mikrofonissa on tuki vain Windows-käyttöjärjestelmille.","3","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Hankittu pöytämikrofoniksi pelisessioita varten. Ajaa asianta eikä ole ainakaan hinnalla pilattu.","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Kelpo mikki hintaansa nähden. Tekee tehtävänsä yhtä hyvin kun tämän hintaiselta olettaisikin ja ei kulu käytössä. Satunnaista staatista kahinaa lukuunottamatta äänenlaatu on siedettävä","3","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Mikki oli erittäin huono laatuinen ja äänenlaatu oli todella huono"," vaikka hintaan nähden ei paljoa voinut odottaakkaan. Mikkiä piti pitää noin 10cm päässä suusta tai ääni ei kuulunut. Mikistä kuului myös erittäin paljon """"""""surinaa"""""""".""""","1","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi"
"Jos ei headsetin käyttäminen nappaa niin pöytämikrofoni sopii hyvin normaaliin käyttöön Skypessä yms. Hyvä"," selkeä äänenlaatu hintaansa nähden.Plussaa vielä on/off napista josta mikin voi kytkeä varmasti pois päältä.""""","5","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi"
"Mikrofoni on hyvää vastinetta rahoille. Hieman heiveröinen rakenne tuntuu siltä että voi joskus antaa periksi"," mutta nyt ajaa asiansa.""""","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi"
"Hintaansa nähden ok tuote. Käytetty skypen kanssa.","4","https://www.verkkokauppa.com/fi/product/189713/Gembird-MIC-205-poytamikrofoni/reviews?page=2","fi",""
"Tuote ei toimi siihen mihin piti mutta jouduinkin ostamaan näitä kahta eri rinnakkaismallia kun kukaan ei tiennyt kumpi on se jota minä tarvitsen"," joten varsinaisesti ei ole kyse toimimattomuudestaa vaan siitä että oli vain väärä malli.""""","3","https://www.verkkokauppa.com/fi/product/249983/DeLOCK-4pin-TRRS-OMTP-kuulokemikrofoniadapteri/reviews?page=1","fi"
"Läppäriä varten ostin adapterin"," jotta voisin yhdistää pelikuulokkeet. Laatu huononi kovasti eikä mikkikään toiminut.""""","1","https://www.verkkokauppa.com/fi/product/249983/DeLOCK-4pin-TRRS-OMTP-kuulokemikrofoniadapteri/reviews?page=1","fi"
"Parhaat langattomat nappikuulokkeet mitkä olen tähän mennessä ostanut. Käytin näitä pihatöissä kesän ajan. Sopii treenaamiseen ja muuhun aktiiviseen toimintaan.Napit on mukavat korvissa ja pysyvät hyvin.Akku kestää hyvin jopa lähes kahdeksan tunnin käytön.Äänenlaatu ei täytä audiohifistelijän vaatimuksia"," mutta itse olin ihan tyytyväinen.""""","5","https://www.verkkokauppa.com/fi/product/390716/Koss-BT190i-Bluetooth-nappikuulokkeet-musta/reviews?page=1","fi"
"Nämä kuulokkeet ovat selvästi hintaluokkansa aatelia.","4","https://www.verkkokauppa.com/fi/product/390716/Koss-BT190i-Bluetooth-nappikuulokkeet-musta/reviews?page=1","fi",""
"Parhaimmat langattomat kuulokkeet varsinkin urheiluun"," koska pysyy korvissa eikä tipu. Myös akun kesto  ja äänentoisto ovat hyvät!""""","5","https://www.verkkokauppa.com/fi/product/390716/Koss-BT190i-Bluetooth-nappikuulokkeet-musta/reviews?page=1","fi"
"Todella hintansa arvoiset kuulokkeet. Akku on kestävä. Lenkkeillessä kuulokkeet pysyvät hyvin korvissa. Suosittelen!","5","https://www.verkkokauppa.com/fi/product/390716/Koss-BT190i-Bluetooth-nappikuulokkeet-musta/reviews?page=1","fi",""
"Sopii pienempäänkin korvaan ja pysyy hyvin paikallaan. Äänenlaatu hyvä ja helppokäyttöiset.","4","https://www.verkkokauppa.com/fi/product/390716/Koss-BT190i-Bluetooth-nappikuulokkeet-musta/reviews?page=1","fi",""
"Tarkoitus oli hankkia uudet kuulokkeet juoksulenkkejä varten hinnaston edullisimmasta päästä. Ensivaikutelma oli hieman muovinen ja lelumainen rakenne. Plussaa  kuitenkin keveydestä. Istuvat hyvin korviin ja pysyvät tukevasti paikallaan. Äänenlaatu ainakin minulle ok. Akku tuntuu riittävän hyvin. Jos kestävät käyttöä niin ei valittamista.","4","https://www.verkkokauppa.com/fi/product/390716/Koss-BT190i-Bluetooth-nappikuulokkeet-musta/reviews?page=1","fi",""
"Kallistuksen säätö toteutettu tosi surkeasti. Minulla on toinen ihan vastaavalla mekanismilla toteutettu teline"," mutta siinä kuitenkin kallistuksen säätö toimii.. Tämä teline on hutera ja säädöt olemattomat. Olisin varmaan palauttanut jos olisin tiennyt etukäteen miten paljon joudun näkemään vaivaa jotta saan valmiin telineen kattoon. Tekemällä itse koko telineen ei varmasti olisi ollut sen suurempi työ kuin tämän kanssa nyt oli.""""","1","https://www.verkkokauppa.com/fi/product/37732/Deltaco-PRB-3-projektorin-kattoteline-80-980-mm-varsi/reviews?page=1","fi"
"Kilpailukykyisesti hinnoiteltu teline josta löytyy samat säädöt ja ominaisuudet kuin kymmeniä euroja kalliimmistakin malleista. Asennus sujui ilman kummempia ongelmia. Huomioitavaa piuhojen asennuksesta: telineen runko ei ole ontto joten johdot pitää vetää ulkopuolella. Telineen varren sisään ne saa pujoteltua mutta siitä eteenpäin (jos halutaan johdot katon sisään) täytyy tehdä erillinen reikä. Jos johdot menevät pintavetona niin tämäkään ei ole ongelma. En ole tutkinut muita telineitä onko muissakaan mahdollisuutta piilottaa kattoon tulevaa reikää telineen kiinnityksen alle"," eli tämä voi olla kaikille yhteinen ominaisuus.""""","5","https://www.verkkokauppa.com/fi/product/37732/Deltaco-PRB-3-projektorin-kattoteline-80-980-mm-varsi/reviews?page=1","fi"
"Perusteline oppilaitoksiin ja miksei kotiinkin. Hyvää varren säädettävyys eri korkeuksille.","3","https://www.verkkokauppa.com/fi/product/37732/Deltaco-PRB-3-projektorin-kattoteline-80-980-mm-varsi/reviews?page=1","fi",""
"Toimii käyttötarkoituksessaan. Pitkällä varrella vähän hempula ja kaltevuuden säätö hankala.","3","https://www.verkkokauppa.com/fi/product/37732/Deltaco-PRB-3-projektorin-kattoteline-80-980-mm-varsi/reviews?page=1","fi",""
"Tein väärän kattotelinevalinnan Optomalle. sopi ainoastaan peruskiekon kanssa. Säätöjalat jäivät ylimääräisekssi. Noh"," katossa kone nyt kuitenkin on.""""","3","https://www.verkkokauppa.com/fi/product/37732/Deltaco-PRB-3-projektorin-kattoteline-80-980-mm-varsi/reviews?page=1","fi"
"Toimii erinomaisesti. Käytän tätä TheC64-konsolin kanssa ja nostaa pelikokemuksen uudelle tasolle. Teknisesti oli helppo plug-and-play -käyttöönotto","5","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi",""
"Yhteys pätkii koko ajan. Jos kaksi ohjainta on yhtä aikaa tietokoneessa niin yhteys ja toimivuus on vieläkin heikompaa; sikäli kun se on edes mahdollista. Välillä yhteys toimii mutta kontrollit ovat aivan sekaisin. Täysin rehellisesti sanottuna tämä on varmasti yksi surkeimmista ohjaimista mitä olen koskaan käyttänyt. Sinällään ohjain tuntuu ihan kelvolliselta silloin kun se toimii mutta yhteys- ja muut ongelmat tekevät käytöstä yhtä tuskaa. Logitech ei myöskään ole tehnyt elettäkään korjatakseen edellä mainittuja onglemia joten mitään korjauksia tuskin on koskaan luvassa.Pysykää kaukana tästä. En todellakaan suosittele.","1","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi",""
"Pcn paras ohjain:) toimii todella hienosti ja sulavasti!","4","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi",""
"En koskaan tiennyt"," miten mukavaa se on pelata pelejä controler kunnes yritän. Ei toimi kaikissa peleissä vaikka. Hyvä tuote.""""","4","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi"
"Hyvä perusohjain riittävillä toiminnoilla. Ojelmointi helppoa.","5","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi",""
"Kertaakaan en ole huonoa Logitechin tuotetta käsiini saanut"," joten ei ollut mikään yllätys että tämä tuote on juuri sitä mitä halusin.Ohjain sopii täydellisesti käteen ja patterit tuntuvat riittävän kohtuullisen hyvin.Seuraavaan malliin kuin saisi vielä akut patterien tilalle.""""","5","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi"
"Heikko langaton yhteys"," pätkii koko ajan. Tietty ongelma tällä ohjaimella mutta Logitech ei tee mitään.""""","1","https://www.verkkokauppa.com/fi/product/164819/Logitech-F710-PC-peliohjain/reviews?page=1","fi"
"Nopea datansiirto"," riittää omiin tarpeisiin  (soundlibraryn (eastewest sounds)  käyttämiseen SSD-levyltä.""""","4","https://www.verkkokauppa.com/fi/product/810016/Kingston-XS2000-ulkoinen-SSD-levy-4-Tt/reviews?page=1","fi"
"jonkin aikaa toimii"," sen jälkeen lakkasi yhdistämästä maciin""""","2","https://www.verkkokauppa.com/fi/product/810016/Kingston-XS2000-ulkoinen-SSD-levy-4-Tt/reviews?page=1","fi"
"Vajaan 8 kk käytön jälkeen vakavia yhteysongelmia"," jotka aiheuttavat kolmansien ohjelmien kaatumisia yms.""""","1","https://www.verkkokauppa.com/fi/product/810016/Kingston-XS2000-ulkoinen-SSD-levy-4-Tt/reviews?page=1","fi"
"Pieni"," kevyt ja toimiva. Suojakotelo plussaa. Mukana tulevat johdot varsin lyhyet ja jäykät.""""","4","https://www.verkkokauppa.com/fi/product/810016/Kingston-XS2000-ulkoinen-SSD-levy-4-Tt/reviews?page=1","fi"
"Kaasujousi vaihdettu kahdesti kun hajoa. Ruuvit irtoilee. Ei todellaakaan mikään laadukas tuote.","1","https://www.verkkokauppa.com/fi/product/624170/Ergo-Finland-Kasper-Comfort-tyotuoli-musta/reviews?page=1","fi",""
"En ole vielä kerinnyt avaamaan pakettia"," mutta paketti itsessään on todella hyvännäköinen ja laadukasta pahvia. Paketin teippauksessa käytetty huolellisuutta ja näin varmistettu tuotteiden pysyminen paketissa myös vaativissa olosuhteissa.""""","5","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1","fi"
"Sain vanhat valokuvat negatiiveiltä vedettyä tietokoneelle.  Hyvät tuli. Kätevä käyttää. Hyvä ostos.","5","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1","fi",""
"Toimii huonosti paksujen DIA-kehysten kanssa. Tilanne parani"," kun avasin pohjassa olevia ruuveja hieman. Kuvan laatu kohtuullinen. Lopulta ei enää yhdistynyt Windows-koneelle päivityksen jälkeen. Muistikortin avulla sai kuvat siirrettyä tietokoneelle.""""","1","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1","fi"
" mutta...","...lasillisten diojen syöttö tajeltelee pahasti liian tiukan syöttölaitteen takia. Lasittomat kehykset on kyllä tosi helppo ja nopea skannata","2","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1","fi"
"1960- ja 70-luvuilla ottamani värikuvat ovat jo hyvin punaisia. Skannerilla saan kuvat filmeistä uudelleen värikuviksi. Samalla voin valikoida filmeistä parhaat otokset säilytettäviksi.","4","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=1","fi",""
"Todella hyvä laite!  Hienoa että pystyy taltioimaan kaikki vanhat kuvat uudelle """"""""aikakaudelle""""""""Helpottaa jälkipolvia sukututkimuksessa.Olen erittäin tyytyväinen.""""","5","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2","fi",""
"Diojen syöttölaite on liian ahdas skannattaville dioilleni tai toistenpäin ajateltuna skannattavien diojeni kehykset ovat liian paksuja syöttölaitteelle. Tästä johtuen diojen syöttö on vaivalloista ja vaatii vähän voimaa"," joten heppoinen """"""""salpa"""""""" sitten katkesikin noin 1300 dian jälkeen. Syöttö toki onnistuu edelleenkin ja skannatut kuvat ovat riittävän hyvälaatuisia minulle. Ihan kohtuullinen laite hintaansa nähden.""""","3","https://www.verkkokauppa.com/fi/product/445865/Rollei-DF-S-310-SE-diakuva-ja-valokuvafilmiskanneri/reviews?page=2","fi"
"Rulla lopetti toimintansa joten purin osiin koko hiiren. Rullan tappi on todella ohut joka kiinnittyy potentiometriin toiselta laidalta ja toinen pää tapista makaa kytkimen päällä. Muutama virheasennossa rullan painallus katkaisee tapin potentiometrin puolelta rullasta.","1","https://www.verkkokauppa.com/fi/product/554173/Corsair-IronClaw-RGB-Wireless-langaton-pelihiiri-musta/reviews?page=1","fi",""
"Ensimmäisen hiiren rulla lopetti toimimisen noin 5 kk käytön jälkeen. Pyörii mukavasti muttei rullaa ruudulla. Vaihdoin toiseen samanlaiseen takuussa ja nyt tämä uusi hiiri teki saman tempun vain 2 kuukautta vaihdon jälkeen.Internetin perusteella näyttäis olevan  corsairin laatuongelma ja johtuu liian heikosta muovitapista rullassa. Tuon vois itse korjata laittamalla tapin tilalle naulan tms. mutta ei passaa takuu aikana säätämään ku menee takuu.Tämä on minulle viimeinen corsair hiiri ja kokeilen vaihtaa tuon takuussa jonkin paremman valmistajan hiireen.","1","https://www.verkkokauppa.com/fi/product/554173/Corsair-IronClaw-RGB-Wireless-langaton-pelihiiri-musta/reviews?page=1","fi",""
"vuoden mulla ollut tämä hiiri ja middle mouse buttonin clicki ei toimi ja molemmat mouse buttonit tuplaklikkaa joka painalluksella","1","https://www.verkkokauppa.com/fi/product/554173/Corsair-IronClaw-RGB-Wireless-langaton-pelihiiri-musta/reviews?page=1","fi",""
"Tuotetta kootessa huomaa sen edullisuuden"," eli on jokseenkin hutera kasaamisen jälkeenkin. Toimii kuitenkin käytössä etenkin jos ei Raspberryä hirveästi liikuttele. Ehkä valitsisin jonkun toisen kotelon jos ostaisin toisen Raspberryn.""""","3","https://www.verkkokauppa.com/fi/product/203610/Raspberry-Pi-muovikotelo-Raspberry-Pi-B-2-B-3-B-tietokoneill/reviews?page=1","fi"
"Tyylikäs kotelo mutta meteriaali on turhan herkkä menemään rikki vähän isommasta kolhusta. Etupäässä tämä koskee kotelon pieniä """"""""koukkuja"""""""". Johtuu osittain myös osien suunnittelusta ja kokoamistyylistä. Paketin mukana tuli jotkut ohjeet joista olisi ehkä saanut käsityksen siitä miten kotelo kasataan ...Suosittelen siinä tapauksessa jos kotelon on tarkotus pysyä jossakin näkyvillä pöydällä ja sitä ei ole tarkoitus siirrellä. Varjeltava kolhuilta. Luovuin käytöstä erään lisäosan takia.""""","3","https://www.verkkokauppa.com/fi/product/203610/Raspberry-Pi-muovikotelo-Raspberry-Pi-B-2-B-3-B-tietokoneill/reviews?page=1","fi",""
"Kotelon materiaali ei kestä pienintäkään kolhua. Meni heti hajalle. Muuten kyllä kotelo olisi hyvin tehty.","2","https://www.verkkokauppa.com/fi/product/203610/Raspberry-Pi-muovikotelo-Raspberry-Pi-B-2-B-3-B-tietokoneill/reviews?page=1","fi",""
