otsikko,teksti,tahdet,url,kieli,tunne
Logitech M705,"Reilun kuukauden kokemuksella toimii täydellisesti. Vierityspyörä on hiukan äänekäs, jos on tottunut hiljaisempaan.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Ihan ookoo perushiiri,Toimistokäyttöön tai kannettavan kaveriksi ihan oiva jyrsijä.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Veltto rulla,Rulla pyörähti aina itsekseen omaan asentoonsa rullaten myös kuvaa. Ilmeisesti rulla ei ollut aksekin suhteen tasapainossa.,2,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Hyvä perushiiri,Peruskäyttöön hyvä hiiri. Riittävästi ominaisuuksia ja pitkä patterien kesto.,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Hyvä ja toimiva,Joka päivä surfaukseen ja työtehtäviin hyvin toimiva.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Hyvä hiiri,"Minulla on ollut sama hiiri aiemminkin käytössäni, ja työpaikan vaihtamisen myötä tuli tarve ostaa kotiin uusi hiiri, joten valitsin enempiä miettimättä jälleen tämän hiiren.Muotoilu on hyvä, näppäimet toimivat ja sivunäppäimet nopeuttavat selaimella navigointia. Tarkkuus ja nopeus riittävät mainiosti perus toimistotyön tarpeisiin.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Karheat tassut pilaavat,"Oli kertakaikkinen pettymys kun ostin tämän m720 tilalle. Hiiren tassut ovat niin karheat, ettei hiiri liiku sujuvasti matolla. Tuplanäyttöjä käytettäessä vielä ongelmaa vertikaalisen ja horisontaalisen skrollauksen suhteessa. En suosittele missään tapauksessa. M720 taas erinomainen, olisi pitänyt osaa samanlainen tilalle.",2,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
arvostelu työhiirelle,toimii läppärin kanssa moittetomasti. Hinta laatu ok.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Käteen sopiva,"Muuten täydet, mutta scrollatessa yhtä pykälää, hiiri saattaa ottaa sen takaisin, kun nostaa sorman rullalta ja joutuu vähän pinnistelemään, että pysyy. Tämä ""pykälöidyssä"" moodissa. Vapaalla sen ymmärtääkin. Mutta antaisin 4,7, jos pystyisi.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Loistava minihiiri,"Langalliseeen G502:een verrattaessa tämä minikokoinen langaton pikkuveli-malli on yllättävän pätevä. Rullassa löytyy horisontaalinenkin vieritys ja muutenkin hiiri toimii kuten pitääkin. Käyttömukavuudesta en anna kuin 3/5, koska pienikokoinen hiiri ei isoon käteen niin hyvin sovi kuin isommat hiiret. Muuten täysin pätevä.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=1,fi,
Hyvä perushiiri,Hyvä perushiiri. Kevyt ja muovinen tuntuma. Napit ovat turhan hetkät.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Erittäin tyytyväinen,Edellinen toimi useita vuosia. Ostin nyt samanlaisen. Sopivan kokoine ja toimii lähes kaikilla alustoilla. Hiirimattoa en käytä ollenkaan.,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Keskinkertainen ja painava,"Hiiri on kookas ja painava. Vieritysrullan sivuttaistoiminto takeltelee vasemmalle klikattaessa, ja sivuttaiskäyttö vaatii muutenkin turhan paljon voimaa. Ohjelmoitavat näppäimet ovat mukava lisä. Niiden toimintoja voi tallentaa ohjelmakohtaisesti. Muuten aika perushiiri ja laadultaan keskinkertainen.",3,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Pätevä perushiiri,Hiiri on mukava kädessä ja sen patteri kestää pitkään. Toimii erinomaisesti kotitoimistossa.,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Hyvä perushiiri,Hyvin toimiva perushiiri ja vielä langatonkin. Paristot kestää tosi pitkään.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Hyvä perushiiri,"Ainakin minun käteen istuu mukavasti. Ei liikaa näppäimiä, joten täydellinen tavalliseen arkikäyttöön.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
M705,"Mainio perushiiri kaikenlaiseen käyttöön. Helppo asentaa, sivunapit aina plussaa!!",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Logitech M705 hiiri,"Hyvä tuote, jossa hinta ja laatu on kohdillaan. Olen hyvin tyytyväinen tuotteeseen",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
M705 hiiri,"Parhaita hiiriä, mitä olen viimeisen 50 vuoden aikana käyttänyt. Virtaa riittää pattereissa ja toimii monella erilaisella pinnalla.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Hiiri,On paras mitä minulla on koskaan ollut ja jatkossa en muita hiiriä tarvitse,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Halpa ja varma,"Hyvä perusvarma langaton hiirulaine. Vähän on kait tullut päivityksiä tässä mallissa aikaisempaan ns. ""marathon mouseen"" ja ainakin peukalonäppäin on poistunut. Kestää heittää seinään pelien päätteeksi , eikä ole juuri moksiskaan.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Hyvä hiiri peruskäyttöön,Hyvä muotoilu kädelle ja sopii hyvin käteen.Rullassa oleva pykälän poisto nappi on kätevä selaillessa.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Erinomainen työhiiri,"Olen useamman vuoden tehnyt suunnittelu/ohjelmointityötä teollisuudessa tällä vekottimella. Virta riittää tosin pitkään ja on enimmäkseen hyvä käyttää. Yhden tähden pudotin käyttömukavuudesta koska aina voi parantaa, mutta ihan hyvä on kädessä pitää. Napilla rullan tilan voi vaihtaa vapaasti pyöriväksi mikä on ammattikäytössä tosi hyvä kun pitää kelata vaikka koodia nopeasti tai vaihtoehtoisesti tarkasti ja hitaasti.Vaikea löytää pahaa sanottavaa muuten kuin että pinta voisi tietyltä osin olla kivemman tuntuista materiaalia, mutta missään nimessä huonoa se ei ole.Oli pakko kehua tätä tekelettä. koska oikeesti hyvä.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
"Hyvä ergonomia, huono teknologia","Muutaman kuukauden käytön perusteella voin todeta laitteen ergonomian olevan hyvällä tolalla. Sen sijaan tekniikkapuoli tuottaa tämän tästä ärräpäitä. Välillä toimii, ja välillä ei toimi. Kirjaimellisesti laite lakkaa kokonaan toimimasta, ja vain virran katkaiseminen laitteen omasta virtakytkimestä, ja taas päälle kytkeminen palauttaa toiminnan. Myös laitteen näppäimien toiminta on epävarmaa. Välillä joutuu napsauttaman useita kertoja, ennenkuin tapahtuu mitään. Vahinko vain, kun laite muuten olisi varsin mukavan oloinen...",2,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Logitech M705 -hiirulainen,"Oikeakätiselle hyvä muotoilu ja toimii tarkasti. Ainoa miinus oli kakkospainikkeen liiallinen herkkyys. Tulee vahinkoklikkauksia herkästi. Laitoin omaan hiireeni pienen ""lisävastuksen"" teipin avulla ja homma toimii.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Ei ole M705 enää entisellään...,"Täysin sama tarina täälläkin kuin monella muulla tätä kyseistä hiirimallia pidempään käyttäneellä. Yli 10 vuotta näitä logitechin M705 hiiriä päivittäin käyttäneenä nyt kyllä osui kirves kiveen. Olisi pitänyt lukaista kommentit ennen ostamista, mutta eipä tullut mieleenkään useamman M705:n jo omistaneena...Itselle suurimmat kismityksen aiheet olivat juurikin tuo täällä paljon kommentoitu painikkeen poisto, jolle olin löytynyt vuosien saatossa käyttöä mäkin kanssa. Toinen harmituksen syy on todella ärsyttävä ääni, joka hiirtä matolla liikuttaessa nyt kuuluu. Käytössäni on verkkiksestä ostettu pehmeäpintainen geelimatto. Hiirtä liikuttaessa hiiren pohjassa olevat kovat ja teräväreunaiset muovipalat aiheuttavat varsin kuuluvaa hankausääntä. Aiemmat M705 hiiret olivat samalla matolla täysin äänettömiä. Myös pirun isolla ja näkyvällä fontilla painettu ""logitech"" teksti on omaan silmään varsin pöljä ""koriste"" -- toivottavasti se siitä kuluu pian pois...Ergonomialta tämä hiiri on kuitenkin hennolle koon 9 koodarikädelleni oikein mainio. Käyttömukavuudesta tosin rokotin kaksi tähteä puuttuvan painikkeen johdosta. Tässä tapauksessa huono käyttömukavuus tarkoittaa siis käyttökokemusta suhteessa aiempaan vastaavaan hiireen. Ergonomialta tässä uudessa M705 mallissa ei ole kuitenkaan vanhaan verrattuna eroa.Laatuvaikutelma on aiempiin M705 malleihin verrattuna hieman heikompi, mutta toisaalta hintakin on jokseenkin maltillinen suhteessa muuhun tarjontaan. Kaikista edellisistä M705 hiiristäni on vasen painike hajonnut. Muiden kommenttien perusteella se tuntuu olevan tämän hiiren tyyppivika. Itselläni hiiret kestävät noin neljä vuotta aktiivista käyttöä.Hankkiessani tätä hiirtä, harkitsin tovin login MX Master kolmosta, mutta hintaero oli niin jäätävä, että päätin jatkaa tällä hyväksi havaitulla mallilla. Nyt jos tekisin samaa ostopäätöstä uudestaan, saattaisin harkita toisenkin tovin, ja mahdollisesti päätyä ostamaan MX Master 3:n...Mitä ihmettä, logitech?!?",3,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Erittäin hyvä ja hintansa arvoinen,"Ostin jo toisen perheeseen. Tyttärellä ollut opiskelukäytössä kolme vuotta ensimmäinen ja nyt ostin toisen uuden koneen kanssa käytettäväksi. Ensimmäinen jäi edelleen käyttöön vanhan koneen kanssa. Ei ole koskaan ollut mitään ongelmia ja paristo toimii todella kauan. Tyttäreni käytössä reilun vuoden verran paristojen vaihdon välissä. Mukkavan kompakti kulkemaan mukana koko ajan, muttei liian pieni aikuisen miehenkään käteen.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Ergonominen hiiri,"Näppäimet aseteltu optimaalisesti, ei tule vahinko klikkauksia esim. peukalonapeille. Helppo laittaa pikavieritys päälle nappia painamalla. Tätä ominaisuutta on jotkut ihmetelleet, kun rulla yhtäkkiä pyörii holtittomasti, eivätkä ymmärrä napsauttaa pikaviertitystä pois.Ainoa miinus on rullan sivullevieritys kytkimet. Usein kun klikkaa rullan keskeltä, niin samalla painuu myös sivullevieritys kytkin.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Hyvä perushiiri,"Ostettu sekalaiseen, päivittäiseen kotikäyttöön (ei pelaaminen) korvaamaan 9 vuoden(!) jälkeen vikaantunut (vasen painike alkoi reistailla), hyvin palvellut sama malli (M705). Kuten muissakin arvosteluissa todettu, uudessa versiossa harmillisesti jätetty peukalon alla ollut piilopainike pois. Tuo oli omassa käytössä hyödylliseksi todettu, joten nyt joutui jättämään yhden kustomoidun toiminnon pois. Päädyin lopulta kuitenkin ostamaan saman mallin kun kalliimmissa ei nähty varsinaista isompaa hyötyä omaan käyttöön.Laadussakin havaittu hieman heikentymistä: vasemmassa yläreunassa olevan mustan pitkittäisen kiiltävän kaistaleen sauma hieman koholla. Näiden johdosta tiputettu yksi tähti pois. Kolme viikkoa käytössä (Win10): toiminut hyvin (katsotaan, kestääkö 9 vuotta kuten edeltäjänsä!) Itsellä käytössä valkoisella työpöydällä (ei hiirimattoa), eikä huomautettavaa tarkkuudessa/liikkeessä.Hyvät:kustomoitavat painikkeet (7)ergonominen2-nopeuksinen vierityspitkä paristonkestoHuonot:uudessa mallissa jätetty yksi painike poislaatu heikentynyt",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Ok hiiri,Rulla ei paras mahdollinen tai sitten en ole vielä tottunut. Muuten vastaa odotuksiani.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Perushiiri,"Perushiirenä ajaa asiansa, mutta nappien painamiset ovat kohtalaisen ""äänekkäät"". Ei miellyttävä hiljaisen tilan työskentelyyn, mutta yleisesti voin suositella - kunhan tiedostaa että on äänekäs kliksutteluissa.",2,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Ei mitään ongelmaa ensitunteina,"Käytössä ollut vasta mutaman tunnin ja ainoa pienehkö pettymys on hiiren koko.Hansikkaiden koko on noin 10, jolloin siihen tarpeeseen tämä hiiri olisi ollut voinut olla aavistuksen isompi.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Äänekäs klikkaus,"Iso käteen sopiva, ergonominen hiiri. Laadukkaan tuntuinen muuten koonsa ja painonsa puolesta, mutta todella terävä klik-ääni etu- ja keskisormen näppäimistä ja halvan oloinen vierityspyörä.",2,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
TÄYDELLISTÄ,Aivan mahtavan tuntunen kädessä ja toooooooosi pitkä pattereiden kesto. OSTA OSTA OSTA OSTA OSTA OSTA!,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=2,fi,
Hyvä hiiri,"Hiiri on laadukkaan oloinen ja toimii huonommallakin pinnalla, toisin kuin aikaisemmin käyttämäni langaton hiiri. Koko on hiukan pienempi, kuin mitä odotin.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hiirulainen,"Laatuun kannattaa satsata, tämä on laadukas.Kannattaa ostaa.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Alunperin loistava hiiri pilattu valmistajan muutoksilla,"Alkuperäinen M705 hiiri oli mainio laite, mutta 2018 Logitech muutti laitteen muovimateriaaleja halvemmiksi, huononsi optisen sensorin laatua, sekä poisti yhden peukalonapin.  Tätä nykyistä versiota hiirestä en voi suositella, vaikka alkuperäistä <2018 versiota suosittelisinkin.",1,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hyvä perushiiri kotiin,Mukava ja käteensopiva hiiri. Onnistuu myös AOE2 pelailu sujuvasti. Ollut käytössä vasta kuukauden joten sen enempää paha sanoa.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hiiri,Ostin hiiren miehelleni lahjaksi. Hän on hyvin teknisorientoitunut ja vaativa. On ollut tosi tyytyväinen eikä valittanut mistään.,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Vanha M705 > Uusi M705,"Olen käyttänyt M705 hiiriä kotona ja töissä jo melkein 10 vuotta ja vanhan hajotessa ostanut uuden samanlaisen tilalle. Nyt ostettu hiiri on joko neljäs tai viides. Harmikseni huomasin, että Logitech on päättänyt ""uudistaa"" hiirtä poistamalla peukalon alla olevan piilonapin. Kyseistä nappia käyttämään oppineelle tämä uudistus on kuin märkä rätti päin kasvoja. Tuotteen nimen pitäisi mielestäni olla jotain muuta kuin M705, esim. M704, koska toiminnallisuuksia on karsittu.Olkaa siis tarkkana, jos olette ostamassa uutta M705:sta vanhan tilalle. Onneksi hiiren ergonomia on vaikea pilata.",3,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Mukava hiiri pelaamiseen ja työskentelyyn,"Kyseinen hiiri on jo kolmas omistamani samasta mallista. Erikoista on, että ostamani näppäimistö toimii vielä yhdeksän vuoden jälkeenkin, mutta hiiret kestävät nippa nappa reilu kolme vuotta. Koen kuitenkin saaneeni vastinetta rahalle, ja en jaksa uskoa, että muutkaan hiiret kestävät ikuisuuksia.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Ergonominen hiiri isommallekin kädelle,Kyseinen hiiri ollut käytössä jo monta vuotta ja vielä toimii. Sopii hyvin isommallekin kädelle ja extra napit hyvin saavutettavissa. Pariston kesto on todella hyvä.Pelikäytössä en ole vielä kokeillut.Suosittelen!,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hiiri on ihan pätevä ja mukava kädessä,"...Mutta kas kas, heti kun takuu umpeutui, niin tuo vasen valintanappi alkoi reistaamaan. Ei tuolla enää tee mitään, napin kun painaa pohjaan, niin kevyellä paininvoiman säätelyllä (pohjaan painettuna) hiiri jatkaa ""klikkailemista"", eli yhdellä klikkauksella saattaa tulla kolmekin klikkausta. Tekee hiirestä mahdottoman käyttää.Muuten on ollut kyllä nappiostos.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Miellyttävän tuntuinen perushiiri,"Logitechin M705 istuu mukavasti käyttäjänsä käteen ja toimii ongelmitta yhteen muiden ""unifying""-sarjan laitteiden kanssa. Hiiren päällä, rullan takana oleva nappi on vähän outo. Edes Logitechin oma ohjelmisto ei tunnista tuota nappia, eikä sille saa ohjelmoitua toimintoja. Tämä ei kuitenkaan ole normaalissa toimistokäytössä ongelma, sillä nappeja on ihan riittävästi muutenkin.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hiiri,"Käteen hyvän tuntuinen hiiri, hyvä takaisin-nappula.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Käytössä 5 vuotta,"Kahden vuoden paristokesto ja toimiva ergonomia, laite soveltuu myös vaativaan hiirityöskentelyyn. Hinta edullinen esim. 3DConnexion Mouseen verrattuna.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
"Sama tuotenimi ja ulkonäkö, ihan eri tuote kuin ennen.","Olenkohan 3-5 näitä vuosien varrella omistanut (10+ vuotta), en mihinkään myymälään lähtenyt katselemaan sen kummemmin kun yksi vanhoista alkoi oireilla perus klikkausvian kanssa. Olin vaan iloinen kun netistä katsoin että edelleen saa samaa hiirtä ja tilasin! ...no eipä ole sama hiiri. Missään tätä ei tietenkään mainita. On selkeästi vanhoja malleja halvemman oloinen tuote, klikkaukset todella äänekkäitä, rullan pyörittely kuulostaa todella ""ontolta"" ja päästelee epämääräisiä sivuääniä. Myös peukalon alle jäävä hiiren reunalla ollut nappi on kokonaan kadonnut. Ja, kaikista pahin: Minä kun käytän steel seriesin kovia hiirimattoja (toimii esim pehmeällä alustalla), niin logitech on tähän versioon saanut jonkun neronleimauksen ja korvannut pehmeähköt sileäpintaiset liukupalat karkeapintaisilla kivikovilla ja teräväreunaisilla muovinpaloilla. Joista etummainen on vielä yhden ison sijaan kaksi pientä.. oli aivan järkyttävä rohina ja rahina, joka kaikui onton hiiren sisuksissa. Oli pakko ottaa vanhasta patteriluukku ja muut palat piti itse soveltaa ja leikellä niistä vanhoista. Näin sai juuri ja juuri käyttökelpoisen laitteen.SUURI PETTYMYS!!! Parhaiten käteeni sopiva hiiri jossa paristot kestää päivittäistä käyttöä helposti vuoden päivät, eipä tarvitse ostaa näitä enää.",2,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hiiri,Mukavan oloinen ja tarkka. Miellyttävä käyttää. Käteeni sopiva.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hyvä perushiiri,"Patteri ei lopu millään, nappeja voi säätää ja pehmeä vieritys.Langattomuuden takia jouduin sitomaan hiireen narun, ettei häviä.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Logitech M705 -hiiri,"Läppärin hiiri lopetti yhteistyön, joten hommasin tämän M705. Helppo valinta, koska olen kotikoneella käyttänyt tällaista usean vuoden. Vähän kalliin puoleinen, mutta halusin sellaisen, jossa on sivunapit eteen- & taaksepäin komennoille. Toimii hyvin ja paristot kestää pitkään.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Logitec -hiiri M705,Hyvin toimivaa Logitech -laatua. Ehkä aavistuksen isokoinen (johtuen mm kahdesta AA-paristosta). Tarkkuus normaaliin käyttöön riittävä. Suosittelen varauksin.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hyvä vehje,Turhan kallis mutta muuten toimiva hiiri. Ollut käytössä nyt 2 kk.,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Logitech M705 -hiiri,Eritäin mukavan tuntuinen hiiri. Hyvä ergonomia tavalliseksi hiireksi,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Hjuva hiirri,Asiallinen hiiri opiskeluun tai työhön. Laadukas ja kohtalaisen edullinen.,4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Erinomainen hiiri aktiivikäytössä jo vuodesta 2016,"Itselläni tämä hiiri ollut päivittäisessä työkäytössä ja satunnaisessa viikonloppukätössä yli kolme vuotta toukokuusta 2016. Käyttö on sen verran aktiivista ollut, että rullan viereiset nuolet ovat kuluneet miltei näkymättömiin. Mitään ongelmia ei ole ollut. Kuljetan lisäksi hiirtä päivittäin läppärilaukussa ilman mitään erilistä suojaa, vain virran katkaisen kun en hiirtä käytä.Saa kyllä minulta varauksettomat suositukset.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Suurehko hiiri,"Toiminnaltaan ok, mutta melko suuri. Keskirullan ""vasteettomuudesta"" en itse pidä. Vasemman sivun painikkeet jäävät hiukan liian korkealle. Omasta mielestäni Logitech M590 on mukavampi käyttää ja hiljaisempi.",3,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Näppärä hiiri.,"Tottelee hyvin, mutta ehkä voisi olla hieman painavampi.Mutta yritetään tottua.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Laatuhiiri,"Yhtä hyvä kuin edellinen samanmerkkinen.Tuoteinfossa voisi lukea, että USB-tikku löytyy kannen alta paristotilasta.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=3,fi,
Toimii,Hankin hiiren työkäyttöön jossa tarve langattomalle hiirelle. Hiiiri toimii hyvin lukuunottamatta rullan tuntumaa joka on mielestäni liian jäykkä. Hiiri likaantuu jonkin verran kämmenen kohdalta ja sitä saa ajoittain puhdistaa. Hiirtä en saanut toimimaan toisen lähettimen kanssa jolla langaton logitech näppäimistöni toimii.,3,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
Arvostelu,"Sopii hyvin käteen,helppo käyttääErinomainnen käyttää",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
Tyytyväinen käyttäjä,Olen itse tykännyt tuotteesta ostin jälleen rikki menneen tilalle uuden.Näppäimet kun saa ohjelmoitua omalle tarpeelle sopivaksi. Vaikka vähtävästi olivat hieman päivittäneet ja poistaneen peukalolta napin eipä tuo tuntunut haittaavan.,5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
Loistava perushiiri,"Sopii hyvin käteen, näppäimet hyvillä paikoilla joka helpottaa käyttöä ja lisää ergonomisuutta.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
"Hintaa ensin pelästyin, mutta käyttöönoton jälkeen","Todellakin Logitechin laatua. Usb-sovitin kiinni, paristot paikalleen ja menoksi. Olin heti todella yllättynyt hiiren toimivuudesta ja tarkkuudesta. Photoshopin kanssa pärjään oikein hyvin ja voi ollakin, että piirtotabletin osto siirtyy ainakin hieman eteenpäin. Sen verran tarkkaa on jo tuon hiiren kanssa työskentely. Tosin kaikki grafiikkaohjelmia käyttävät pitävät erilaisista syöttötyökaluista ja voihan niitä olla useampikin yhtäaikaa.Lyhyesti: Suosittelen lämpimästi. On hintansa väärti.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
Arkikäyttöön ja pelaamiseen toimiva,"Ostin hiiren lähinnä pelaamiseen hyödyksi, ja tämä on ajanut asiansa hyvin. Myös sivujen selaaminen ja tiedostojen lukeminen on vaivatonta.Ainut ongelmani oli hiiren rulla, joka pyöri ilman mitään kitkaa ja aiheutti hiiren heittoja pelissä ja sivujen hallitsematonta rullaamista ylös tai alas - jostain syystä se rupesi ottamaan pari päivää sitten (n. kuukausi ostosta) kitkaa ja toimii loistavasti, en osaa sanoa mitä kävi tai että onko yleinen ongelma. Monille varmasti mukavakin, että rulla on herkkä, mutta pelatessa esim. ammuntapelejä hiiri ei saisi pienistä liikkeistä lentää minne sattuu. Osaltani ongelma kuitenkin tosiaan katosi.Sivussa mukavat lisänäppäimet joihin on helppo lisätä toimintoja pelatessa, samoin ylimääräinen nappi päällypuolella.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
Perushiiri epätarkalla kennolla,"Tässä mallissa rulla toimii hienosti, toisin kuin joissakin muissa Logitecheissa. Sen sijaan kenno jättää parantamisen varaa. Kenno on epätarkka esimerkiksi viilupöytäpinnalla. Täydellisen perus-langattoman hiiren etsintä jatkuu...",3,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
Käteen istuva,"Päädyin tähän hiireen vertailtuani Verkkokaupan myymälässä esillä olevia. Ensisijainen kriteeri käteen istuvuus, siinä tämä oli yhäkin selvästi paras. Ensimmäisen ostin töihin jo aikaa sitten, nyt toisen kotikäyttöön. Vastaanotin on riittävän pienikokoinen ettei sitä tarvitse läppäristäkään irroittaa laukussa kanniskelua varten. Toimii kuin junan vessa.",5,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
toimiva hiiri isoonkin käteen,"Vanha hiiri sanoi työsopimuksen irti, joten päädyin tähän josta oli jo ennestään kokemusta (eri malli mitä tuo rikkoutunut)Sopii normaaliin työkäyttöön, pelaamisesta en tiedä. Kohtuullisen hyvä vaste noissa napeissa ja rullassa - ja parasta kaikessa on se, että tuntuu mukavalta myös XL-kokoisessa kädessä.",4,https://www.verkkokauppa.com/fi/product/93930/Logitech-M705-hiiri/reviews?page=4,fi,
