otsikko,teksti,tahdet,url,kieli,tunne
Helppokäyttöinen,Oli helppo kiinnittää ja parittaminenkin onnistui helposti. Ostin näitä 4kpl. Ehkä hieman liian ulkoneva omaan silmään.,4,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Ketjutus ei toimi,Varoittimen ketjutus ei toimi. Mukana tulevat ohjeetkin ovat puutteelliset. En suosittele.,1,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,negatiivinen
Cozify-yhteensopiva,Toimii hyvin Cozifyn kanssa. Sarjoittaminen oli alkuun vähän hankalaa.,3,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,neutraali
Tärkeä ihmisten/omaisuuden suojelija,Hyvä ja peruslaatuinen palovaroitin. Ketjutuskin onnistui ihan ookoo. Suosittelen,4,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Helppo henkivakuutus,"Ostimme kolme hälytintä. Ne asennettiin kahteen kerrokseen ja kolmeen eri tilaan.Asennuksen jälkeen kahdessa laitteessa painettiin ""Learn"" ja yhdessä ""Test"".Kaikki laitteet huutavat samaan aikaan. Homma valmis.Ei paljoa helpommin voi henkivakuutusta hoitaa..",4,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Ei toimi,"Ei pitäisi myydä ketjutettavana, koska ei toimi tavallisessa talossa eri huoneiden ja kertosten välillä",1,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,negatiivinen
Asiallinen kytkettävä palovaroitin,Näillä saa rakennettua omakotitaloonkin helposti ja huokeasti joka huoneen kattavan palovaroitinjärjestelmän. Asennus on helppoa.,5,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Edullinen ketjutettava,"Ihan kohtuuhintainen varoitin, kun ottaa huomioon langattoman ketjutettavuuden. Hankin 8 kpl jotta saadaan kattava suoja kolmeen eri kerrokseen. Ensivaikutelman perusteella asiallisen oloinen laite, mutta käyttöohjetta ei voi kyllä kehua. Muille päätä seinään hakkaaville tiedoksi, että paritusvaiheessa vihreän ledin saa palamaan painamalla opetuspainiketta kahdesti. Tätä ei ohjekirjasta löydy vaikka kuinka tarkasti lukee...",4,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Nykyajan mahdollisuuksilla lisäturvaa,"Uusissa asunnoissa on verkkovirtaan kytkettävät palovaroittimet. Vaan silloin kun oma kämppä on rakennettu, ei sellaisista osattu uneksiakaan. Ostin pari kappaletta linkitettäviä palovaroittimia antamaan lisäturvaa. Varoittimet ovat kauempaa taivasteltuna samanlaisia valkoisia muovimöykkyjä kuin kaikki muutkin palovaroittimet. Mutta näiden juttu on tuo linkitys. Nyt talomme molemmissa päädyissä olevíssa makuuhuoneissa saadaan herätys, jos toisessa päässä on tilanne päällä.",4,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Tekee mitä lupaa,"Ostin neljä laitetta, kaksi yläkertaan ja kaksi alakertaan. Laiteiden yhdistämisessä tarvitsee kuulosuojaimet koska liitettäessä nää hälyttää. Testinappia kun pitää hetken pohajssa niin yksi hälyttää, pidempään kun pitää pohjassa niin muutkin alkaa hälyttämään.",4,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,positiivinen
Perusroskaa,Mukana tulleet patterit loppuivat 5 kuukaudessa ja tietysti keskellä yötä. Kiitos Airam,1,https://www.verkkokauppa.com/fi/product/450080/Airam-KD-101LE-optinen-palovaroitin-ketjutettava/reviews?page=1,fi,negatiivinen
Riskinaltista latausta,"Laite on toiminut koko n. puolen vuoden käytön ajan muuten hyvin. Mutta se on joskus kuumentanut puhelinta aivan tarpeettomasti ja viime viikolla niin paljon, että sekä puhelin että alusta olivat tulikuumia. Puhelin (Nothing Phone 1) meni lämpötilasta johtuvaan hälytystilaan ja rajasi toimintoja, mutta ei vielä hajonnut. Mitähän olisi seurannut, jos olisin antanut ladata pidempään tai ollut vaikka poissa kotoa?Ostajan on hyvä tajuta, että vaikka laturi toimii Qi-yhteensopivien puhelimien kanssa, laturi ei ole Qi-sertifikoitu. Tämä tarkoittaa sitä, että se on valmistettu halvalla ja on riskinaltis esimerkiksi juuri tällaisille lämpötilaongelmille ja takaa entistä vähemmän esteitä tällaisille ylikuumenemisille. Suosittelen siis ennemmin joko hakemaan luotettavampaa (ja Qi-sertifikoitua) latausalustaa tai pysytellä langallisessa latauksessa, kuin leikkiä tulella.",2,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Laatuongelmia,"Ensimmäinen latausalusta toimi moitteetta pari kuukautta, kunnes päätti lopettaa lataamisen. Kävin vaihtamassa tuotteen, mutta toinen latausalusta ei kestänyt käytössä kuin pari viikkoa. Jälkimmäinen alusta kyllä latasi puhelinta, mutta lämpeni muutaman kerran erittäin kuumaksi, joten laitetta ei enää uskaltanut kytkeä seinään. Toimiessaan kyllä kelpo tuote, mutta tällä vikahistorialla en voi suositella.",1,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Latauslaite vinkuu,"Laite vinkuu. Laitetta ei voi pitää sängyn vieressä yöpöydällä. Siis täysin käyttökelvoton, paitsi jos haluaa pitää laitetta eri huoneessa jossa itse on.",1,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Laturi poltti melkein koko talon.,"Kyseinen laturi meinas polttaa koko kämpän. Kattelin telkkaria ja ihmettelin että mikä oikei käryää ihanniinku palava puu. Yöpöydällä oli langaton laturin ""kiekko"",  EI puhelinta sen päällä ladattavana. Kosketin laturia ja poltin käteni, oli aivan tulikuuma ei kärsiny puolta sekuntia koskee kädellä ja puinen yöpöytä sen alta oli käristynyt jo ihan mustaksi. Lensi kiukusta roskiin ennenkuin hoksasin että olisi voinut hakee hyvitystä :/",1,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Kätevä latausalusta,"Toiminut 1kk ajan hyvin. Ollut päivittäisessä käytössä ainoana latausmenetelmänä. Puhelimen saa nopeasti lataukseen ja lataa kännykkäkotelon läpi ongelmitta. Kun laittaa puhelimen latautumaan kannattaa varmistaa että on keskellä latausalustaa, laitteeseen syttyy merkkivalo ja puhelimesta tulee merkkiääni.",4,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Hajosi toisella latauskerralla,Vaikkutti laadukkaalta mutta sitä tämä tuote ei ollutkaan. Heti aluksi tuote piti erikoista ääntä mutta kun tämä oli ensimmäinen langaton latausalusta niin en tiennyt sen olevan normaalista poikkeavaa. Pian tuote ei enään ladannutkaan ollenkaan.,1,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Risa,"Ei ladannut kun ihan tarkassa kohdassa ja nyt jää päälle vaikka puhelimen ottaa pois ja lämpiää yli 50 asteeseen.En suosittele, katsotaan meneekö takuuseen.",1,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Tekee minkä lupaa,"Toimiva laturi, ei mitään valittamista.Tosin aluksi luulin laturin olevan rikki, koska puhelin latautui vain satunnaisesti ja oli todella tarkka asettelusta laturin keskelle. Mutta syy olikin virtalähteessä. Tässähän ei tule mukana virtalähdettä, joten nappasin vain ensimmäisen käteen osuneen vanhan applen laturin. Se ei kuitenkaan antanut kuin 5V/1A ja se ei tälle riitä.Vaihdoin tilalle modernimman powerin joka kykenee tarjoilemaan 5V/9V/12V jännitteet riittävällä virralla ja nyt latausalusta toimii moitteetta.Kannattaa siis kiinnittää huomiota latausalustan tehovaatimukseen ja etsiä riittävän kyvykäs virtalähde, muuten voi lataus tökkiä.",4,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Hyvä mutta hajosi,"Oikein mukava muotoilu ja toimi todella hyvin, kunnes hajosi kaksi kuukautta tilauksen jälkeen. Toivottavasti kyseessä oli vain maanantaikappale, mutta katsotaan miten takuuvaihtona tuleva kappale kestää.",3,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,neutraali
Ohut design,"Siistin näköinen, hyvin ohut. Latausledi on aika pieni ja näkymätön, mutta hyvin toimii, ei ongelmia.",5,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Asiallinen latausalusta,"On ollut nyt käytössä hetken aikaa, eikä ole sen kummempaa valitettavaa. Tekee asiansa. Puhelin latautuu odotetulla vauhdilla. Käyttöön otto ja käyttö on helppoa.",4,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Coil Whine,"Alusta oli hieno ja ohut eikä liikkunut itsekseen ollenkaan. Hyvät kumit pohjassa pitävät sen hyvin paikallaan.Lataus toimi moitteettomasti 1+8 Pro puhelimen kanssa.Mutta aloin ihmettelemään omituista vinkunaa ajoittain. Pienen käytön jälkeen huomasin miten latausalusta vinkui aina kun otin puhelimeni siitä pois. Ja kyllä, se oli alusta joka kerta joka vinkui, ei puhelin. Vinkuna myös paheni hiljalleen ja surina alkoi kestämään pitempään joka kerta.Tämäkin tapahtui ihan parin päivän sisällä ostosta. En suosittele tätä tuotetta langatonta latausta hankkivalle.",2,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Tyylikäs ja helppo,"Piiloutuu pienenä ja tyylikkäänä työpöydälle tietokoneen näytön viereen. Lataus toimii välittömästi ja helposti kun laittaa puhelimen laitteen päälle. iPhone 8 akku kestää jonkin aikaa latautua täyteen, mutta mulle tuo ei ole muodostunut ongelmaksi",5,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Hajoaa parin latauskerran jälkeen,"Ostin tämän latausalustan sekä Fuj:techin QC3.0 -seinälaturin Samsung Galaxy S10:n lataamiseksi. Alusta näyttää hienolta, ohut ja minimalistinen. Puhelin on helppo asetella alustalle ja Fast Wireless Charging toimi. Harmi vaan että ensimmäinen latausalusta hajosin yhden onnistuneen latauskerran jälkeen. Tämän jälkeen alusta eikä puhelin reagoi toisiinsa millään tavoin. Palautin alustan ja sain Verkkokaupalta uuden alustan, joka toimi kolme latauskertaa ja lopetti toimintansa tämän jälkeen. Sääli kyllä, olisin halunnut tämän alustan koska se on niin ohut, mutta ehkä tämän ohuuden hinta on laitteen kertakäyttöisyys.",1,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
tyylikäs,"Latausalusta on toiminut moitteettomasti. LG V 30 puhelin silikoonisuojan kanssa on ollut latauksessa, eikä mitään ongelmia. Latausalusta pysyy hyvin paikoillaan alla olevian ""tassujen""ansiosta.",5,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Hyvä langaton latausalusta,"Toimii kuten pitääkin. Samsung Galaxy Note 9 (fast wireless charging -tilassa) ja iPhone 11 latautuvat silikonikuoren läpi ilman ongelmia. Ohut ja siisti muotoilu ja pysyy melko hyvin paikallaan (kumitassut). USB-C-latauskaapeli tulee mukana, muttei verkkovirtalaturia.",4,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Hyvä,Ihan hyvä mutta ei mikään mahtavan hyvä sillä se ei suostu lataa kännykkää suojakuoren kanssa.,4,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Toimii hyvin silloin kun toimii,"Siisti langaton laturi, lataa suhteellisen nopeasti. Käytössä ollut nyt parin kuukauden verran. Jätän tavallisesti yöksi puhelimen laturin päälle lataamaan, mutta usein aamulla laturissa vilkkuu punainen valo ja laturi on lopettanut latauksen kesken. Eli epäluotettavasti toimii enkä siksi suosittele.",2,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,negatiivinen
Loistolaite !,Pakko jatkaa edellisten linjalla ! Todella hyvä ja huokea laite...........,5,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Siisti ja tehokas laturi,Upean näköinen ja helppokäyttöinen tehokas laturi. Ei mitään negatiivista sanottavaa.,5,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Toimii kuten lupaa,"Makaa pöydällä eikä lähde johdon matkassa liikkeelle. Lataus on mukavan nopea. Sammuttaa myös latauksen kun valmis, jottei ole turhaan päällä kun akku täynnä.",5,https://www.verkkokauppa.com/fi/product/579973/Wave-QiPad-langaton-latausalusta/reviews?page=1,fi,positiivinen
Vaikea asennettava,Asennus vaikeaa ja ilmakuplia jäi aina alle. Monen yrityksen jälkeen sain rikottua reunan ja tuote meni roskiin. En suosittele.,1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Ihan jees,"Toinen kierros tuotetta menossa, sillä halkeaa hyvin helposti. Asennettavuudesta valitetaan mutta ei se loppujen lopuksi niin vaikeaa ole. Aloittaa painamaan yhdestä nurkasta kuplaa eteenpäin ja sitten kun vastakkaiseen nurkkaan tulee kupla niin nostaa lasia varovaisesti kulmasta ja puristaa kuplan pois. Pienempiä kuplia voi jäädä mutta odottaa vähän aikaa että ne ”yhdistyy” isommaksi kuplaksi ja toistaa aijemman vaiheen niin ei kyllä jää mitään kuplia.",3,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,neutraali
Syytä poistaa myynnistä,"Ostin Watchin mukana myyjän suosittelemana tämän suojan, koska minusta se on järkevää, käytän suojaa myös IPhonen lasilla. Nyt kahden viikon käytön jälkeen (oma + rouva), molemmilla suojalasi halki useammasta kohdasta. Tästä syystä suosittelen että poistatte tämän myynnistä, ettei maineenne heikkene tällaisen marginaali tuotteen takia.",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
En suosittele,Todella vaikeaa asentaa. Jää kuplia jotka ei lähde pois.,1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Huonoin suoja ikinä.,"Jää kuplia, jos yrittää korjata lasi taittuu.Kello ei ota kosketusta vastaan suojan kanssa.Kallis siihen nähden, että pystyi käyttämään n. Vuorokauden ennen kuin meni hermot ja otin suojan pois.",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Panssarilasi,"Panssarilasia ei saa asetettua ilman, että siihen ei jäisi ilmakuplia. Verkkokaupan mukaan se on ”oma ongelma”",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
"Kallis, mutta vaikea asentaa ja heikko","Luin muita arvosteluja ja ihmettelin miksi lähes kaikissa arvosteltiin asennettavuutta, noh oston jälkeen se selvisi. Suojaa on vaikeaa asentaa niin ettei jäisi kuplia. Suojan 3D muodolla on varmasti jonkin verran tekemistä kuplien pois saamisen vaikeuden kanssa. Onneksi pinemmät kuplat häviävät ajan kanssa.Ohjeessa sanottiin, että suojan voisi irottaa ja asentaa takaisin. On sitten hyvin kiinni näytössä, eli ei niin vain lähde irti.No ostosta on parisen viikkoa ja nyt suoja on halki ja myös reunasta murteella. Kiinasta ostetulle versio 3. suojalle kesti puoli vuotta saada ensimmäinen pieni halkema. Eli korkea hinta ei kyllä takaa laatua.",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Käytettävyys nolla.,"Apple Watch 5 44mm ei sittenkään ole tälle tuotteelle niin sopiva mitä pakkaus ja tuoteseloste antaa ymmärtää. Kosketusnäytön käytettävyys heikkenee todella paljon etenkin näytön sivuista. Kellotaulujen vaihtaminen on erittäin hankalaa ja todella vaivalloista. Asennus oli myös oma taistelunsa. En suosittele varsinkaan tuohon hintaan. Kävin myös reklamoimassa tuotteesta Raision myymälässä ja minulle ilmoitettiin että ei ole palautusoikeutta. Jos haluat mielipahaa, taistelua ja ärräpäitä niin tässä oiva lisäosa elämääsi. Jos kuitenkin nautit Apple hienosta ja hiotusta tuotteesta, niin suosittelen jättämään tämän suojalasin hyllyyn.",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Hyvä lisäsuoja kellolle,Asennus on hieman hankala niinkuin tuossa aiemminkin on mainittu lähinnä lasin kaarevuuden vuoksi. Jäi aluksi pari isompaa ilmakuplaa alle jotka sai kyllä työnneltyä pois kun jaksoi niitä vain työstää ja pienemmät kuplat hävisi muutaman päivän kuluessa lasista. Harmittaa ettei mitään vastaavaa tullut aikaisemmin hankittua koska kellon omaan näyttöön oli kerennyt jo muuttama naarmu tulemaan.,4,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,positiivinen
Hankala asentaa ja ihan eri tuote kuin alkuperäinen panzer glass series 4:lle,"Todella vaikea saada asennettua siten, että ei jäisi kuplia alle ja näyttää tosi kököltä valmiina. Edellinen panzerin versio (erilaisessa paketissa, nimetty vain series 4:lle sopivaksi, mutta käy myös 5:een) asentuu helposti ilman kuplia, joten en muuta syytä keksi toimivan tuotteen muuttamiselle kuin kustannussyyt. Muuten samat ongelmat kuin muidenkin Apple Watch -suojalasien kanssa eli näytön käytettävyys heikkenee merkittävästi ellei Wrist detectionia kytke kellosta pois (lisää jostain syystä näytön herkkyyttä siten että toimii ok myös suojan kanssa). On myös tosi herkkä ihan pienille napautuksille, jolloin halkeaa helposti. Suosittelen etsimään vanhemman version tämän sijaan.",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Apple Watch 44 näytönsuoja,Erittäin hankala asentaa. Jää herkästi ilmakuplia eikä niitä saa hierottua pois.,2,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
ei kestänyt,"Meillä hajosi ko. pankssarilasi muutaman päivän käytön jälkeen. En tiedä oliko maanantaina kappale. Valitettavasti en voinut reklamoida kun käyttäjä oli heittänyt rikkinäisen lasin roskiin, niin ei ollut todistusaineistoa",1,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,negatiivinen
Ihan hyvä,"Panssarilasiin jäi muutama kupla, mutta se on varmasti sen takia, koska en ole hyvä asentamaan näitä. Panssarilasi on kestävä ja melkein huomaamaton. Suosittelen kaikille ja etenkin niille, jotka osaavat asentaa näitä.",4,https://www.verkkokauppa.com/fi/product/598927/PanzerGlass-panssarilasi-Apple-Watch-4-5-6-SE-44-mm-musta/reviews?page=1,fi,positiivinen
Kello,"Hyvä kello ekaluokkalaiselle, oppi hyvin käyttämään kelloa. Turvaa tuova tuote",5,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
Toimii,"Akku kestää pari päivää, lataa nopeasti. Lapsen oli helppo oppia käyttämään. Aikuisen sovellus toimii ihan hyvin. Ei valitettavaa 😊",5,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
"Hyvä laite, huono softa","Kello tuli lapselle syntymäpäivälahjaksi. Innostus oli kova, mutta kello ei suostunut aktivoitumaan - sivustolla tehtävä aktivointivaihe kaatui aina maksun jälkeen, eikä tuotetta saatu käyttöön.Xploran tuki hoiti asian kuitenkin seuraavana arkipäivänä ripeästi kuntoon, ja kello saatiin käyttöön.Tämän jälkeen tuote on toiminut hienosti, ja itse kellon käyttäjä on tästä tykännyt.Eli kannattaa varautua, että käyttöönotto ei välttämättä mene kuten kuvitella saattaa.",3,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,neutraali
Kiva ajatus,"Toinen tähti siitä hyvästä että toimii etes välillä. Kuukaudessa on tullut kohtuu selväksi mikä tämän laatu on. Hyväksyimme sen että sitoudutaan kohtuu korkeisiin kuukausimaksuihin, saapahan sitten soitella koko rahalla. Liittymät on Xploralle selvästi tapa kerätä lisärahaa tuotteen koko elinkaarelta, myös jälkimarkkinoilta. Ajatuksena kello on tosiaan kiva. Lisävuosi lapsena jne. Lapsi oli alkuun innoissaan uudesta omasta gadgetista ja sen mahdollistamasta vapaudesta liikkua. Ihmettelin miksi tutuilla on kellot vaihtuneet älypuhelimiin jo ennen kuin vuodeksi solmittu liittymä loppuu. Alakaa selvitä. Ongelmia on ollut joka vaiheessa, pahimpana ongelmana on toiminnan luotettavuus.Heti alkuun kellon lisääminen vanhemman appsiin tökkäsi, ei onnistu millään. Appsin poisto ja uus yritys, probleemaksi paljastui se että vanhempi ei halunnut itselleen step-countteria ja oli poistanut sen. Siitä johtuen kelloa ei voinut lisätä. Okei, ärsyttävää mutta selvisi. No sitten toisen vanhemman lisääminen. Tehtiin taas omat tunnarit vanhemmalle jne. ja ekalta vanhemmalta jaettiin QR-koodi kellolle ja ei, ei onnistu millään. Internetti sitten paljasti piilovalinnan osoitekirjasta, jota kautta sitten onnistui kytkös. Paitsi että toisella vanhemmalla on vain tsätti, ei kaikkia ohjausmahdollisuuksia ja paikannusta.puhelujen audio-ongelmat. Välillä, yllättävän usein, yhdistetystä puhelusta ei kuulu ääni vanhemmalle, välillä lapselle, välillä ei kummallekaan. Alkuun aiheutti hämmennystä, mutta nyt osataan ottaa uudet yhteydet.Paikannusongelmat: Paikaksi heilahtaa välillä joku ihan muu kuin missä ollaan itse koskaan käyty. Epäilen että tässä menee databasen rivit sekaisin tai jotain. Välillä paikannusta ei saa pelaamaan millään. Jos pistää puolen tunnin tarkemman paikannuksen päälle niin se pimenee kun omasta luurista menee näyttö sammuksiin.SIM/yhteysongelmat: Puhelimeen ei juuri nyt saada yhteyttä... You had one job... Lapsi tajuaa nyt resetoida kellon jos on itse soittamassa, mutta vanhempaa tämä ei oikein auta kun paikannus ei päivity ja lapselle ei voi soittaaaKoulutila lukitsee kellon, mutta eskarilainen keksi keinon miten voi soitella 4sek puheluita ja käyttää hetken kelloa siitä huolimatta. Ja kun nappaa sopivasti SIMmin irti niin ei tule vanhemmallekaan tietoa. Ja arvaatte varmaan jo että toimiiko yhteydet resetoimatta kun SIMmin pistää takaisin.Koulutilan laitto päälle/pois vanhemman luurista lagaa. Jos koulutilan pistää 'päälle' ja lähettää viestin muutaman minuutin päästä niin viestiä ei voi lähettää koulutilan takia. Mutta kun kellossa ei ole koulutila päällä, se on vain vanhemman luurissa. Ajastettuna koulutilan laitto toimii niinkuin pitääkin.Koulutilassa kelloon ei voi soittaa, se tuuttaa varattua. Kellosta voi soittaa vain SOS-puhelun päävanhemmalle.Kaikenkaikkiaan raakiletekele, joka auttaa tottumaan nykyelektroniikan laatuun ja varmuuteen. Mutta ei tälle vissiin ole oikein vaihtoehtojakaan?",2,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,negatiivinen
Paras lahja lapselle,"Paras hankinta koskaan, kun kyseessä koululainen, joka vasta harjoitelee soittamaan lähipiirille. Hyvä ettei ole pääsyä nettiin eikä sosiaaliseen mediaan.",4,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
Valmistaja vaatii kuukausimaksun laitteen käytölle,"Kellon valmistaja käytännössä vaatii heidän oman SIM-korttinsa käytön (jossa siis puhelinnumero määräytyy puhelimen mukana tulevan SIM kortin mukaan). Muiden operaattoreiden SIM-kortin käytöstä veloitetaan 9.90e/kk palvelumaksu. Valmistaja ilmoittaa että ""laitteen kaikki toiminnallisuudet eivät ole käytössä"" jos tuota palvelumaksua ja aktivointia ei maksa. No käytännössähän tämä tarkoittaa mm. yhteystietojen kirjaamista laitteeseen, eli laitteella ei voi edes soittaa. Osuvampi ilmaisu olisi ""Laitetta ei voi käyttää ilman kuukausittaista palvelumaksun maksamista"".",1,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,negatiivinen
Hyvä kello,suositella kaikille lapsille. erittäin helppo ja turvallinen käyttää lapsille. 4/5,4,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
Xplora X6,"Kaunis, siro ja helppo käyttää ja opettaa lapselle. Yllätti positiivisesti. Oivallinen valinta lapselle ennen ensimmäisen puhelimen ostoa.",5,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
🎄/5,Meillä lapsi rakastaa uutta kelloaan. Ollaan käytetty xploran kellopuhelimia nyt reilu 3vuotta meidän taloudessa ja aiotaan tulevaisuudessakin käyttää! Tyttö rakastaa uutta kelloaan ja suuri plussa on kun saa hihnoilla vaihdettua ulkonäköä🥰,5,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
Perheen arki uusiksi,"Hankittiin Xplora eskarin alkaessa mielessämme, että eskarilainen ehtisi tutustua laitteeseen kunnolla ennen koulua. Loppujen lopuksi kello mahdollistikin myös omatoimisuuden harjoittelua lapsen mennessä esimerkiksi pihalle leikkimään itsekseen. Ei tarvitse pelätä älypuhelimen rikkoutumista tai katoamista tai sitä, ettei lapsi vastaa. Aina pystyy soittamaan lapselle, kun värisee ranteessa ja tarvittaessa katsomaan vain sovelluksen kautta sijainnin, jos ei viitsi häiritä leikkejä. Helpottanut eskarilaisen vanhempien elämää siis huomattavasti ja verrattain arka ja ujo lapsi lähtee aiempaa rohkeammin pyytämään kavereita ulos. Laite sekä sovellus toiminut moitteetta. Akunkestossa ei valittamista, ladataan toki iltaisin, kuten kännykätkin.",5,https://www.verkkokauppa.com/fi/product/867091/Xplora-X6-Play-kellopuhelin-sininen/reviews?page=1,fi,positiivinen
